incident_id,title,description,priority,status,reported_by,reported_date,resolved_by,resolved_date,resolution_notes,affected_app,affected_microservice,cpu_usage,memory_usage,related_incidents,kb_article_id
INC794769,API latency spike in Database B,"Database B is consuming excessive memory, causing system slowdowns.",High,In Progress,Mr. Joseph Webster DVM,18-04-2024 22:36,,,,Backend API,Database B,40.84,40.89,"INC522836, INC961475",
INC416153,Database deadlock in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Gabriel Henderson,06-10-2024 14:22,,,,Mobile Banking App,Payment Service,35.02,56.27,,
INC480355,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,Medium,Open,Sarah Wright,30-07-2024 02:58,,,,Mobile Banking App,Payment Service,87.44,97.99,,
INC277739,Database deadlock in Payment Service,"Payment Service is unresponsive, causing service degradation.",Medium,Open,Keith Smith,16-06-2024 22:52,,,,Mobile Banking App,Payment Service,85.11,69.85,,
INC609777,Failed transactions in Payment Service,Transactions in Payment Service are failing due to database issues.,Low,Open,David Rasmussen,14-10-2024 12:50,,,,Backend API,Payment Service,63.07,30.79,,
INC047712,Payment Service not responding,A deadlock in Payment Service is blocking critical operations.,Critical,In Progress,Timothy Reed,21-04-2024 18:00,,,,Backend API,Payment Service,17.7,53.47,,
INC049801,Database B connection timeout,API requests to Database B are failing with 500 errors.,Low,Open,Diane Parker,11-02-2025 04:52,,,,Online Banking App,Database B,95.72,35.88,,
INC587629,Failed transactions in Auth Service,A deadlock in Auth Service is blocking critical operations.,High,Resolved,Abigail Jennings,24-03-2024 02:37,Michael Smith,16-12-2024 14:59,Resolved database deadlock in Auth Service.,Backend API,Auth Service,14.5,32.73,,
INC896024,Payment Service connection timeout,"Payment Service is unresponsive, causing service degradation.",Low,Open,Mary Robinson,17-09-2024 10:13,,,,Online Banking App,Payment Service,89.79,13.33,,
INC894339,Failed transactions in Payment Service,Connection attempts to Payment Service are timing out.,Medium,Resolved,Amy Bradley,05-01-2025 12:12,Jasmine Miller,15-03-2025 04:53,Restarted Payment Service.,Backend API,Payment Service,91.27,10.6,"INC268761, INC211102",
INC371614,Database deadlock in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Mallory Graham,27-02-2025 17:58,Chelsey Johnson MD,27-02-2025 21:21,Restarted Payment Service.,Online Banking App,Payment Service,78.85,16.63,"INC626749, INC311107",
INC837696,Auth Service not responding,API requests to Auth Service are failing with 500 errors.,Medium,Resolved,Jo Ross,05-04-2024 22:51,Shane Mitchell,08-09-2024 02:21,Restarted Auth Service.,Mobile Banking App,Auth Service,46.57,62.66,,KB045
INC215452,Notification Service connection timeout,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,Resolved,Jennifer Estes,23-12-2024 22:56,Jason Evans,21-01-2025 03:44,Restarted Notification Service.,Mobile Banking App,Notification Service,99.94,31.34,"INC688997, INC808576",
INC684430,Database deadlock in Payment Service,Transactions in Payment Service are failing due to database issues.,Low,In Progress,Matthew Bush,23-01-2025 23:43,,,,Mobile Banking App,Payment Service,67.4,32.13,"INC671797, INC464747",KB087
INC169617,Database deadlock in Payment Service,A deadlock in Payment Service is blocking critical operations.,Low,Open,Dean Cole,10-02-2025 09:44,,,,Mobile Banking App,Payment Service,52.23,31.68,,
INC324890,Database B connection timeout,Connection attempts to Database B are timing out.,Medium,In Progress,Melissa Fernandez,29-11-2024 21:14,,,,Backend API,Database B,12.74,90.06,,KB088
INC938346,Failed transactions in Database B,Users are experiencing high latency when accessing Database B.,Low,Open,Jason Snyder,27-08-2024 14:47,,,,Online Banking App,Database B,46.88,23.21,,KB068
INC926409,Payment Service connection timeout,Notifications from Payment Service are not being delivered to users.,Low,In Progress,Katrina Lin,05-01-2025 04:23,,,,Mobile Banking App,Payment Service,20.95,72,,KB078
INC890266,Notification failure in Notification Service,Connection attempts to Notification Service are timing out.,Low,Resolved,Cindy Barrett,02-04-2024 14:37,Benjamin Murray,07-06-2024 02:38,Fixed memory leak in Notification Service.,Online Banking App,Notification Service,66.82,13.65,,
INC851968,Payment Service not responding,Connection attempts to Payment Service are timing out.,Critical,Resolved,David Gaines,06-11-2024 21:44,Brenda Martinez,17-12-2024 12:53,Restarted Payment Service.,Backend API,Payment Service,20.31,43.42,,
INC107357,High CPU usage on Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",High,Resolved,Shannon Hamilton,29-08-2024 19:25,Caleb Johnson,08-10-2024 00:47,Resolved database deadlock in Payment Service.,Mobile Banking App,Payment Service,27.42,74.9,,
INC277365,Notification Service connection timeout,Notifications from Notification Service are not being delivered to users.,Medium,Resolved,Christopher Wright,06-10-2024 03:41,Miranda Tran,07-12-2024 01:55,Restarted Notification Service.,Backend API,Notification Service,17.98,41.35,,KB057
INC841748,Auth Service connection timeout,API requests to Auth Service are failing with 500 errors.,Low,In Progress,Jesus Elliott,22-10-2024 06:44,,,,Backend API,Auth Service,30.42,12.76,,
INC408591,Failed transactions in Database B,"Database B is unresponsive, causing service degradation.",High,In Progress,Denise Weber,24-08-2024 08:18,,,,Mobile Banking App,Database B,98.34,87.83,,KB092
INC802497,Notification failure in Database B,Connection attempts to Database B are timing out.,Low,In Progress,Alan Ramirez,02-08-2024 09:55,,,,Mobile Banking App,Database B,29.74,18.8,,KB050
INC733290,Failed transactions in Notification Service,API requests to Notification Service are failing with 500 errors.,Medium,Open,Mark Rhodes,23-06-2024 01:17,,,,Online Banking App,Notification Service,53.26,45.48,,KB014
INC104280,Database B connection timeout,"Database B is unresponsive, causing service degradation.",Low,In Progress,Joshua Farrell,13-04-2024 02:01,,,,Mobile Banking App,Database B,90.93,94.27,,KB075
INC036083,High CPU usage on Auth Service,Connection attempts to Auth Service are timing out.,High,In Progress,Rebecca Smith,24-12-2024 06:18,,,,Online Banking App,Auth Service,66.16,35.67,,KB062
INC089429,Database deadlock in Payment Service,Notifications from Payment Service are not being delivered to users.,Medium,Open,Nicole Lynch,28-06-2024 20:54,,,,Backend API,Payment Service,92.5,98.8,,
INC678557,Notification failure in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Hannah Martinez,24-07-2024 21:36,,,,Mobile Banking App,Payment Service,76.32,66.56,"INC644024, INC847532",
INC409588,Memory leak in Payment Service,Connection attempts to Payment Service are timing out.,High,Open,Victoria Hall,13-06-2024 20:15,,,,Backend API,Payment Service,71.95,37.45,,KB073
INC931619,Memory leak in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,In Progress,Kayla Morris,07-12-2024 12:42,,,,Online Banking App,Payment Service,65.92,78.95,,KB049
INC184581,Notification Service not responding,A deadlock in Notification Service is blocking critical operations.,Low,Open,Kathleen Bullock,07-12-2024 17:04,,,,Online Banking App,Notification Service,56.35,45.07,,KB059
INC795751,Failed transactions in Database B,"Database B is unresponsive, causing service degradation.",Critical,Resolved,Pamela Bryant,05-06-2024 22:12,Mary Bell,20-02-2025 09:52,Restarted Database B.,Mobile Banking App,Database B,35.27,11.12,,KB005
INC721417,Payment Service not responding,A deadlock in Payment Service is blocking critical operations.,Medium,Open,Mark Trevino,01-06-2024 09:56,,,,Mobile Banking App,Payment Service,78.08,62.91,,
INC387361,Failed transactions in Auth Service,Notifications from Auth Service are not being delivered to users.,Critical,In Progress,Mrs. Susan Lewis,11-09-2024 06:41,,,,Online Banking App,Auth Service,51.33,75.75,"INC325302, INC736261",
INC977330,API latency spike in Payment Service,Users are experiencing high latency when accessing Payment Service.,Low,Resolved,Anthony Watson,24-07-2024 19:52,Shane Rogers,15-03-2025 04:58,Restarted Payment Service.,Online Banking App,Payment Service,54.21,69.68,"INC242480, INC742620",KB002
INC412507,Notification failure in Auth Service,Transactions in Auth Service are failing due to database issues.,High,Open,Robert Oneill,01-07-2024 16:34,,,,Backend API,Auth Service,99.54,11.4,,KB049
INC217525,Payment Service not responding,A deadlock in Payment Service is blocking critical operations.,Low,Open,Patty Hall,24-07-2024 15:55,,,,Backend API,Payment Service,56.63,87.96,,KB094
INC886680,Failed transactions in Auth Service,A deadlock in Auth Service is blocking critical operations.,Low,In Progress,Ann Ruiz,18-02-2025 07:56,,,,Online Banking App,Auth Service,28.23,59.06,,KB014
INC817402,Payment Service not responding,API requests to Payment Service are failing with 500 errors.,Low,Open,Richard Williams,23-09-2024 09:41,,,,Backend API,Payment Service,52.94,22.75,,KB055
INC285702,Notification failure in Auth Service,API requests to Auth Service are failing with 500 errors.,Critical,In Progress,Nancy Nelson,07-05-2024 01:06,,,,Online Banking App,Auth Service,17.33,25.53,,KB013
INC455930,Payment Service connection timeout,A deadlock in Payment Service is blocking critical operations.,Medium,Open,Eric Sanchez,11-12-2024 02:25,,,,Mobile Banking App,Payment Service,87.94,30.47,,
INC102841,Auth Service not responding,Transactions in Auth Service are failing due to database issues.,High,In Progress,Ashley Eaton,28-05-2024 00:55,,,,Backend API,Auth Service,86.34,76.85,,KB095
INC953106,Memory leak in Auth Service,API requests to Auth Service are failing with 500 errors.,Medium,Open,Alyssa Eaton,21-04-2024 17:58,,,,Mobile Banking App,Auth Service,79.97,64.48,,
INC580195,Database B connection timeout,Transactions in Database B are failing due to database issues.,Low,Resolved,Becky Cuevas,05-05-2024 18:21,James Anderson,20-10-2024 22:03,Fixed memory leak in Database B.,Online Banking App,Database B,79.42,95.39,"INC685758, INC079750",
INC439431,Memory leak in Auth Service,Transactions in Auth Service are failing due to database issues.,Medium,Resolved,Nicholas Williams,27-01-2025 14:24,Catherine Dixon,22-02-2025 22:16,Restarted Auth Service.,Mobile Banking App,Auth Service,81.93,59.45,,KB022
INC356982,Memory leak in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Meredith Evans,28-12-2024 13:28,Kirk Fischer,22-01-2025 06:18,Fixed memory leak in Payment Service.,Backend API,Payment Service,75.99,48.75,,
INC634790,API latency spike in Notification Service,"Notification Service is unresponsive, causing service degradation.",Medium,Open,Megan Deleon,31-10-2024 04:44,,,,Mobile Banking App,Notification Service,52.34,69.11,,
INC296393,High CPU usage on Payment Service,API requests to Payment Service are failing with 500 errors.,Low,Open,Heather Stevens,02-10-2024 03:09,,,,Backend API,Payment Service,93.06,84.33,,KB008
INC613852,Database B connection timeout,"Database B is consuming excessive memory, causing system slowdowns.",Medium,In Progress,Wayne Andrews,27-03-2024 15:05,,,,Mobile Banking App,Database B,57.88,29.9,,KB051
INC703523,Failed transactions in Database B,"Database B is consuming excessive memory, causing system slowdowns.",High,In Progress,Julie Keith,19-12-2024 05:52,,,,Online Banking App,Database B,55.36,41.18,"INC003242, INC229169",
INC022779,Memory leak in Database B,"Database B is unresponsive, causing service degradation.",Critical,Resolved,Julia Carter,15-02-2025 02:19,Teresa Carpenter,16-03-2025 17:17,Restarted Database B.,Online Banking App,Database B,78.85,35.47,,KB033
INC574670,Failed transactions in Auth Service,Connection attempts to Auth Service are timing out.,Low,Open,Andrew Daniels,18-09-2024 11:17,,,,Backend API,Auth Service,70.59,79.6,,KB028
INC634839,High CPU usage on Notification Service,Users are experiencing high latency when accessing Notification Service.,Critical,In Progress,Matthew Dixon,07-04-2024 00:40,,,,Mobile Banking App,Notification Service,46.1,43.11,"INC146455, INC008348",
INC187095,Memory leak in Auth Service,A deadlock in Auth Service is blocking critical operations.,Medium,Open,Brandy Lopez,29-09-2024 02:19,,,,Backend API,Auth Service,87.92,51.08,,KB086
INC667502,Notification failure in Database B,Connection attempts to Database B are timing out.,Medium,Open,Michael Johnson,06-10-2024 06:44,,,,Online Banking App,Database B,77.67,51.77,,KB048
INC252140,High CPU usage on Notification Service,Transactions in Notification Service are failing due to database issues.,Medium,In Progress,Ryan Warren,14-09-2024 12:58,,,,Mobile Banking App,Notification Service,69.72,38.87,,
INC075449,Database deadlock in Database B,Connection attempts to Database B are timing out.,High,In Progress,Rebecca Green,21-03-2025 18:44,,,,Online Banking App,Database B,42.65,87.89,"INC373445, INC610013",KB012
INC902988,Notification failure in Notification Service,Notifications from Notification Service are not being delivered to users.,Low,In Progress,Lisa Woods,12-04-2024 01:46,,,,Mobile Banking App,Notification Service,10.84,37,,KB092
INC095853,High CPU usage on Auth Service,Users are experiencing high latency when accessing Auth Service.,Low,In Progress,Jessica Johnson,26-06-2024 17:06,,,,Backend API,Auth Service,20.22,47.82,"INC991185, INC920719",
INC393360,Notification Service connection timeout,"Notification Service is consuming excessive memory, causing system slowdowns.",Medium,Resolved,Carla Gibson,14-01-2025 11:48,Toni Cruz,13-02-2025 21:09,Restarted Notification Service.,Backend API,Notification Service,80.37,42.51,"INC336074, INC858251",KB009
